carrierId,tourId,vehicleId,vehicleTypeId,warehouseZone,warehouseX,warehouseY,mesoZone
83144201-1557md-d,b2b-3525,83144201-1557md-d-c1-105500,md-D-Diesel-2018-Baseline,1324,-121.66937376930372,38.09122059178913,6343.0
83144201-1557md-d,b2b-3526,83144201-1557md-d-c1-105498,md-D-Diesel-2018-Baseline,1324,-121.66937376930372,38.09122059178913,6343.0
83144251-1558md-d,b2b-3527,83144251-1558md-d-c1-105531,md-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,9690.0
83145783-1559hdt-d,b2b-3528,83145783-1559hdt-d-c1-105618,hdt-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,20038.0
83149914-1560hdv-d,b2b-3529,83149914-1560hdv-d-c1-105619,hdv-D-Diesel-2018-Baseline,5836,-122.39962270069675,37.78273065049066,5836.0
83149914-1560hdv-d,b2b-3530,83149914-1560hdv-d-c1-105619,hdv-D-Diesel-2018-Baseline,5836,-122.39962270069675,37.78273065049066,5836.0
83149914-1560hdv-d,b2b-3531,83149914-1560hdv-d-c1-105620,hdv-D-Diesel-2018-Baseline,5836,-122.39962270069675,37.78273065049066,5836.0
83149914-1560hdv-d,b2b-3532,83149914-1560hdv-d-c1-105644,hdv-D-Diesel-2018-Baseline,5836,-122.39962270069675,37.78273065049066,5836.0
83149914-1560hdv-d,b2b-3533,83149914-1560hdv-d-c1-105645,hdv-D-Diesel-2018-Baseline,5836,-122.39962270069675,37.78273065049066,5836.0
83149914-1560hdv-d,b2b-3534,83149914-1560hdv-d-c1-105646,hdv-D-Diesel-2018-Baseline,5836,-122.39962270069675,37.78273065049066,5836.0
83149914-1560hdv-d,b2b-3535,83149914-1560hdv-d-c1-105641,hdv-D-Diesel-2018-Baseline,5836,-122.39962270069675,37.78273065049066,5836.0
83149914-1561hdv-d,b2b-3536,83149914-1561hdv-d-c1-105676,hdv-D-Diesel-2018-Baseline,5836,-122.39962270069675,37.78273065049066,5836.0
83151011-1562md-d,b2b-3537,83151011-1562md-d-c1-105707,md-D-Diesel-2018-Baseline,1361,-121.5823017185247,37.81574240548626,6527.0
83151011-1563md-d,b2b-3538,83151011-1563md-d-c1-105738,md-D-Diesel-2018-Baseline,1361,-121.5823017185247,37.81574240548626,6527.0
83151121-1564md-d,b2b-3539,83151121-1564md-d-c1-105739,md-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,9801.0
83151121-1564md-d,b2b-3540,83151121-1564md-d-c1-105740,md-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,9801.0
83151121-1564md-d,b2b-3541,83151121-1564md-d-c1-105767,md-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,9801.0
83151121-1565md-d,b2b-3542,83151121-1565md-d-c1-105796,md-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,9801.0
83151131-1566md-d,b2b-3543,83151131-1566md-d-c1-105797,md-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,9913.0
83151131-1566md-d,b2b-3544,83151131-1566md-d-c1-105798,md-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,9913.0
83151131-1566md-d,b2b-3545,83151131-1566md-d-c1-105825,md-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,9913.0
83151131-1567md-d,b2b-3546,83151131-1567md-d-c1-105854,md-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,9913.0
83151131-1567md-d,b2b-3547,83151131-1567md-d-c1-105853,md-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,9913.0
83151151-1568md-d,b2b-3548,83151151-1568md-d-c1-105855,md-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,10188.0
83152734-1569hdv-d,b2b-3549,83152734-1569hdv-d-c1-105914,hdv-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,20009.0
83152741-1570md-d-0,b2b-3550,83152741-1570md-d-0-c1-105915,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-0,b2b-3551,83152741-1570md-d-0-c1-105916,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-0,b2b-3552,83152741-1570md-d-0-c1-105917,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-0,b2b-3553,83152741-1570md-d-0-c1-105918,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-0,b2b-3554,83152741-1570md-d-0-c1-105919,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-0,b2b-3555,83152741-1570md-d-0-c1-105920,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-0,b2b-3556,83152741-1570md-d-0-c1-105945,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-1,b2b-3557,83152741-1570md-d-1-c1-105946,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-1,b2b-3558,83152741-1570md-d-1-c1-105947,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-1,b2b-3559,83152741-1570md-d-1-c1-105948,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-1,b2b-3560,83152741-1570md-d-1-c1-105949,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-1,b2b-3561,83152741-1570md-d-1-c1-105950,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
83152741-1570md-d-1,b2b-3562,83152741-1570md-d-1-c1-105951,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,6602.0
